id,IBAN,BIC,typeCompte,solde,client
64899667fc13ae29a0900a5d,MK09 570B G43W DN7G F23,SOGEFRPP789,Compte à terme,"€16030,70",64899251fc13ae2cc7900de3
64899667fc13ae29a0900a5e,BE68 4727 2699 2201,SOGEFRPP789,Compte offshore,"€15202,54",64899251fc13ae2cc7900e44
64899667fc13ae29a0900a5f,IT14 Y916 6465 167R VQTW RPTX 02E,BARCGB22AAA,Compte courant,"€6591,29",64899252fc13ae2cc790107f
64899667fc13ae29a0900a60,BE80 6652 5604 4603,GENXFRPP123,Compte offshore,"€20707,35",64899251fc13ae2cc7900d98
64899667fc13ae29a0900a61,MC39 4191 8826 57IC TTUU 6VMR M78,UNCRITMMJJJ,Compte en ligne,"€1786,02",64899252fc13ae2cc7900fbf
64899667fc13ae29a0900a62,CY27 5917 8478 0VYN DUUX B82K MMID,SOGEFRPP890,Compte en ligne,"€15806,93",64899252fc13ae2cc7901055
64899667fc13ae29a0900a63,GB13 NCTL 7933 5353 5079 11,BNPAFRPP456,Compte chèque,"€7539,23",64899251fc13ae2cc7900d83
64899667fc13ae29a0900a64,IE49 QLBH 0700 2867 3886 25,BSCHESMMCCC,Compte joint,"€14810,96",64899252fc13ae2cc7901038
64899667fc13ae29a0900a65,DO06 EA72 9201 3478 7112 8493 4722,GENXFRPP123,Compte joint,"€47398,34",64899252fc13ae2cc790109e
64899667fc13ae29a0900a66,FR58 7061 3492 56ML Y78P PUEC T42,DEUTDEFF765,Compte offshore,"€5773,29",64899252fc13ae2cc7901049
64899667fc13ae29a0900a67,FR07 8631 1965 61KQ NRLS WPJU N57,HSBCHKHHEEE,Compte offshore,"€48250,59",64899252fc13ae2cc7900fc0
64899667fc13ae29a0900a68,DK71 2929 1456 0744 27,SOGEFRPP890,Compte joint,"€44684,73",64899252fc13ae2cc7900f3b
64899667fc13ae29a0900a69,FI06 1548 1178 0596 67,CITIUS33BBB,Compte offshore,"€52,90",64899251fc13ae2cc7900ec9
64899667fc13ae29a0900a6a,CY81 6044 2041 TD7T SGS4 2NGM TQBZ,CITIUS33HHH,Compte chèque,"€47218,24",64899252fc13ae2cc7900fe8
64899667fc13ae29a0900a6b,EE62 3605 0858 6077 6784,GENXFRPP234,Compte offshore,"€44568,70",64899252fc13ae2cc790103e
64899667fc13ae29a0900a6c,VG77 UOXF 9276 0798 5861 6978,CITIUS33BBB,Compte offshore,"€39823,74",64899251fc13ae2cc7900d3d
64899667fc13ae29a0900a6d,SK08 1304 3761 0043 8853 1488,BARCGB22GGG,Compte courant,"€41933,40",64899251fc13ae2cc7900e92
64899667fc13ae29a0900a6e,ME51 0452 8688 8657 6413 40,UNCRITMMDDD,Compte de retraite,"€15150,40",64899251fc13ae2cc7900df9
64899667fc13ae29a0900a6f,SA43 02XN ZPKU HS5F VFEG BSJR,BARCGB22GGG,Compte en ligne,"€44388,82",64899251fc13ae2cc7900ce7
64899667fc13ae29a0900a70,LB15 2062 YD7R NQ3C HQYU 2Y5L ZULG,BSCHESMMIII,Compte joint,"€30115,35",64899252fc13ae2cc7900f96
64899667fc13ae29a0900a71,CH56 6517 48RK MWIP XLF0 Q,SOGEFRPP789,Compte offshore,"€12670,69",64899251fc13ae2cc7900de5
64899667fc13ae29a0900a72,FR59 1445 0436 48IO DKCW IOU7 237,BSCHESMMIII,Compte de retraite,"€49162,69",64899252fc13ae2cc790107a
64899667fc13ae29a0900a73,AD48 1498 8371 3SXM S6D0 8UV8,UNCRITMMJJJ,Compte en ligne,"€24765,31",64899252fc13ae2cc790102a
64899667fc13ae29a0900a74,MR78 7587 1452 5940 6222 8645 173,AGRIFRPP432,Compte à terme,"€43109,71",64899251fc13ae2cc7900e4c
64899667fc13ae29a0900a75,HR32 5729 3538 6853 9683 7,AGRIFRPP432,Compte de retraite,"€11322,56",64899251fc13ae2cc7900dd0
64899667fc13ae29a0900a76,BH17 WGTG WHCL WCAH NJA8 OB,AGRIFRPP432,Compte courant,"€15558,35",64899251fc13ae2cc7900e41
64899667fc13ae29a0900a77,MC38 5789 9092 63EU NCJU IWI7 122,BSCHESMMIII,Compte à terme,"€18319,96",64899251fc13ae2cc7900e2d
64899667fc13ae29a0900a78,LI79 8677 058K U0PC B6EH T,BNPAFRPP456,Compte de retraite,"€42586,89",64899251fc13ae2cc7900e79
64899667fc13ae29a0900a79,AE58 5775 9205 4070 2636 698,UNCRITMMJJJ,Compte courant,"€41010,89",64899251fc13ae2cc7900d31
64899667fc13ae29a0900a7a,AE53 9100 6602 0067 1461 150,HSBCHKHHEEE,Compte en ligne,"€12670,49",64899252fc13ae2cc7900fb9
64899667fc13ae29a0900a7b,FR74 0679 4805 87HH NORB SQUT 901,CITIUS33HHH,Compte offshore,"€40695,80",64899252fc13ae2cc7900fd9
64899667fc13ae29a0900a7c,MT72 PFSC 3990 3IJH XWOQ WGXZ C8OB HEX,BSCHESMMCCC,Compte d'épargne,"€3755,09",64899252fc13ae2cc7900f08
64899667fc13ae29a0900a7d,LB91 4702 AUJS PSUQ OUT8 S6OA C58A,AGRIFRPP321,Compte de retraite,"€19516,91",64899252fc13ae2cc7900fdf
64899667fc13ae29a0900a7e,HU35 7716 2357 3656 5628 6260 9035,CITIUS33HHH,Compte joint,"€4390,35",64899252fc13ae2cc7900f1f
64899667fc13ae29a0900a7f,IT56 F275 7135 574S ZBPW XM1L MJK,GENXFRPP123,Compte à terme,"€21339,40",64899251fc13ae2cc7900d54
64899667fc13ae29a0900a80,FR18 6512 6745 16IL JLVC X5MB B83,DEUTDEFF654,Compte en ligne,"€3898,44",64899251fc13ae2cc7900ec9
64899667fc13ae29a0900a81,HU15 9274 3151 9740 4713 1137 7484,DEUTDEFF765,Compte courant,"€40119,55",64899252fc13ae2cc7901022
64899667fc13ae29a0900a82,FR03 4089 0665 06WS OCKX JYT8 M38,BNPAFRPP456,Compte à terme,"€25299,22",64899252fc13ae2cc7900f05
64899667fc13ae29a0900a83,CZ25 7556 4584 2835 7548 2602,CITIUS33HHH,Compte en ligne,"€15205,57",64899251fc13ae2cc7900ed7
64899667fc13ae29a0900a84,IL41 3131 6153 4406 9401 920,BNPAFRPP456,Compte offshore,"€21490,83",64899252fc13ae2cc7900f23
64899667fc13ae29a0900a85,FR82 2992 1400 649C PENE R91E 644,BNPAFRPP456,Compte de retraite,"€31283,37",64899251fc13ae2cc7900d34
64899667fc13ae29a0900a86,BE59 5462 0220 0350,HSBCHKHHEEE,Compte chèque,"€25918,92",64899252fc13ae2cc7900f25
64899667fc13ae29a0900a87,MR07 7245 0401 8785 0465 7121 660,GENXFRPP123,Compte de retraite,"€38854,45",64899251fc13ae2cc7900ee8
64899667fc13ae29a0900a88,MC05 2129 7349 49EG CV0T MZD7 V64,BNPAFRPP456,Compte joint,"€38362,20",64899251fc13ae2cc7900cd1
64899667fc13ae29a0900a89,CH26 1220 8AZ0 MUKL BKGX 6,UNCRITMMDDD,Compte d'épargne,"€23288,90",64899251fc13ae2cc7900df0
64899667fc13ae29a0900a8a,IS22 9267 7359 8130 6943 6596 34,DEUTDEFF654,Compte courant,"€31463,61",64899251fc13ae2cc7900e6c
64899667fc13ae29a0900a8b,FR53 8793 3091 59VB LFXL MDJW P60,CITIUS33HHH,Compte en ligne,"€47500,88",64899252fc13ae2cc7901073
64899667fc13ae29a0900a8c,BH39 LNDJ QW96 HQLA GCK4 NW,BSCHESMMCCC,Compte à terme,"€36869,51",64899252fc13ae2cc7900f0c
64899667fc13ae29a0900a8d,NO21 9649 7761 404,GENXFRPP234,Compte offshore,"€9609,97",64899252fc13ae2cc7900f38
64899667fc13ae29a0900a8e,DE73 0047 2460 6966 3580 06,CITIUS33HHH,Compte joint,"€20505,56",64899252fc13ae2cc7901092
64899667fc13ae29a0900a8f,GL18 0809 1350 3054 52,CITIUS33HHH,Compte d'épargne,"€45634,47",64899252fc13ae2cc7901081
64899667fc13ae29a0900a90,FR21 7254 5232 46FP EYH3 SKTG 981,BARCGB22GGG,Compte à terme,"€23460,49",64899252fc13ae2cc7900f4c
64899667fc13ae29a0900a91,FI70 4455 1660 5932 13,BARCGB22AAA,Compte à terme,"€25493,17",64899251fc13ae2cc7900d88
64899667fc13ae29a0900a92,NL05 FMPA 1658 1257 22,BNPAFRPP456,Compte joint,"€44439,75",64899251fc13ae2cc7900d22
64899667fc13ae29a0900a93,GT38 GCU9 UHHW GHJT 858U BKYQ HCW7,CITIUS33HHH,Compte joint,"€28948,91",64899251fc13ae2cc7900d2e
64899667fc13ae29a0900a94,FR71 1502 3140 55VN L97O L1WX O67,GENXFRPP123,Compte d'épargne,"€40860,39",64899251fc13ae2cc7900e1b
64899667fc13ae29a0900a95,EE42 2287 1031 0921 7174,BSCHESMMCCC,Compte de retraite,"€24455,30",64899252fc13ae2cc7900fcb
64899667fc13ae29a0900a96,FR96 0730 9905 88D8 7O1T USO6 S47,UNCRITMMJJJ,Compte à terme,"€27524,07",64899251fc13ae2cc7900dd0
64899667fc13ae29a0900a97,SE39 2025 2308 2070 9314 9082,BNPAFRPP456,Compte joint,"€40200,23",64899251fc13ae2cc7900ddd
64899667fc13ae29a0900a98,MR58 9352 8693 3818 3201 9261 948,BARCGB22AAA,Compte chèque,"€39314,16",64899251fc13ae2cc7900db9
64899667fc13ae29a0900a99,FI88 0230 7622 4371 80,GENXFRPP234,Compte professionnel,"€7203,46",64899251fc13ae2cc7900dab
64899667fc13ae29a0900a9a,NL85 BDRS 7936 6372 05,UNCRITMMJJJ,Compte joint,"€475,74",64899251fc13ae2cc7900ec5
64899667fc13ae29a0900a9b,IL16 4338 5342 0517 0281 354,BARCGB22AAA,Compte offshore,"€44770,72",64899252fc13ae2cc7901058
64899667fc13ae29a0900a9c,FR52 8856 7099 00FV BOE5 BXWB 056,BSCHESMMIII,Compte joint,"€41215,66",64899251fc13ae2cc7900d78
64899667fc13ae29a0900a9d,RO12 XUAE IWK8 YJ3O 6XI3 S9NH,SOGEFRPP890,Compte joint,"€36968,79",64899252fc13ae2cc790107c
64899667fc13ae29a0900a9e,LV18 GZTA BIKP 8GOH DWDK M,AGRIFRPP432,Compte offshore,"€27826,49",64899251fc13ae2cc7900d2d
64899667fc13ae29a0900a9f,LB72 0491 TBGH XJKM P54C FQJX AJDW,GENXFRPP123,Compte chèque,"€47508,08",64899252fc13ae2cc7900ff6
64899667fc13ae29a0900aa0,NL53 UEON 8080 8577 09,SOGEFRPP789,Compte d'épargne,"€37791,44",64899251fc13ae2cc7900e8f
64899667fc13ae29a0900aa1,GL84 8168 0585 2298 17,HSBCHKHHEEE,Compte d'épargne,"€25872,96",64899251fc13ae2cc7900cd0
64899667fc13ae29a0900aa2,NL76 DFLH 5342 3672 53,UNCRITMMDDD,Compte à terme,"€10272,13",64899252fc13ae2cc7900f92
64899667fc13ae29a0900aa3,FR94 3669 3402 57U2 HFO8 MBBV E78,BNPAFRPP567,Compte courant,"€25298,05",64899252fc13ae2cc7900fa7
64899667fc13ae29a0900aa4,BR16 3984 9375 0664 3363 7958 517F 1,SOGEFRPP890,Compte d'épargne,"€40419,75",64899251fc13ae2cc7900dfd
64899667fc13ae29a0900aa5,LB84 8889 PTLG DDAL KBXP IMLT NSLU,BARCGB22AAA,Compte d'épargne,"€30251,26",64899252fc13ae2cc7900f26
64899667fc13ae29a0900aa6,MC57 3685 2065 57QP 1GS3 8YLB N89,BSCHESMMCCC,Compte en ligne,"€16059,69",64899251fc13ae2cc7900edd
64899667fc13ae29a0900aa7,KZ79 455U JJJW LQ9P NDTF,BSCHESMMCCC,Compte chèque,"€6536,27",64899252fc13ae2cc7900f44
64899667fc13ae29a0900aa8,BE50 3868 7399 7106,SOGEFRPP789,Compte chèque,"€7587,25",64899252fc13ae2cc790102a
64899667fc13ae29a0900aa9,ES68 1753 2436 3909 7353 3880,DEUTDEFF765,Compte professionnel,"€35678,59",64899251fc13ae2cc7900d97
64899667fc13ae29a0900aaa,MD74 4BVT YCVA EEXB ESYY XRGY,GENXFRPP234,Compte d'épargne,"€11943,76",64899251fc13ae2cc7900cfd
64899667fc13ae29a0900aab,SK98 7691 3769 3120 2802 4082,SOGEFRPP789,Compte à terme,"€29372,80",64899252fc13ae2cc7900f30
64899667fc13ae29a0900aac,SM54 S667 9195 656W V4SD POXT VGV,CITIUS33HHH,Compte d'épargne,"€25589,32",64899251fc13ae2cc7900e8c
64899667fc13ae29a0900aad,SM03 A098 5452 020O 3URP I6XK QDV,DEUTDEFF654,Compte professionnel,"€21126,20",64899251fc13ae2cc7900da5
64899667fc13ae29a0900aae,MD61 W2HP I45M ZZCF PKFE JTQH,UNCRITMMJJJ,Compte offshore,"€25534,12",64899251fc13ae2cc7900cd7
64899667fc13ae29a0900aaf,NO11 0404 8544 132,CITIUS33HHH,Compte d'épargne,"€28781,25",64899252fc13ae2cc7900fd2
64899667fc13ae29a0900ab0,FR44 9421 5048 79UG PYCI MHYO H25,HSBCHKHHEEE,Compte professionnel,"€25486,74",64899251fc13ae2cc7900ceb
64899667fc13ae29a0900ab1,ES54 2937 2500 7910 8675 0012,AGRIFRPP432,Compte courant,"€10700,35",64899252fc13ae2cc7900fa9
64899667fc13ae29a0900ab2,AL03 3033 6025 LTSQ IHWH JCY1 WG2H,BARCGB22AAA,Compte courant,"€44696,47",64899251fc13ae2cc7900de1
64899667fc13ae29a0900ab3,SI93 4660 2139 3195 861,AGRIFRPP321,Compte en ligne,"€42287,74",64899252fc13ae2cc7900f84
64899667fc13ae29a0900ab4,FO70 8636 3340 9118 56,BNPAFRPP567,Compte offshore,"€26312,00",64899251fc13ae2cc7900ef8
64899667fc13ae29a0900ab5,KW12 ZYUV XFSE R3IE QMV8 MVU9 ER3N H4,AGRIFRPP432,Compte professionnel,"€27382,33",64899251fc13ae2cc7900da4
64899667fc13ae29a0900ab6,MR23 2030 6962 3098 9480 1133 179,SOGEFRPP890,Compte chèque,"€8160,18",64899251fc13ae2cc7900e22
64899667fc13ae29a0900ab7,FR70 1418 8660 78V9 0Y41 A9OH K16,HSBCHKHHEEE,Compte courant,"€13270,38",64899251fc13ae2cc7900e5e
64899667fc13ae29a0900ab8,RO85 DFHD GKCA PUB4 IMJ6 5L4O,BNPAFRPP567,Compte courant,"€22845,01",64899252fc13ae2cc7900f0e
64899667fc13ae29a0900ab9,FR26 2376 3181 70ZR V1WR YQE5 F72,BNPAFRPP456,Compte en ligne,"€44778,30",64899251fc13ae2cc7900dfe
64899667fc13ae29a0900aba,TR27 9414 3VP8 G8SH WYZA 5SXP ZI,UNCRITMMDDD,Compte joint,"€41944,57",64899252fc13ae2cc7900fc6
64899667fc13ae29a0900abb,TN28 5994 3230 7007 6825 6124,AGRIFRPP321,Compte chèque,"€43997,43",64899251fc13ae2cc7900e73
64899667fc13ae29a0900abc,RO67 BONN HGDC N2JF 1DYR 3D4C,CITIUS33HHH,Compte courant,"€33044,86",64899251fc13ae2cc7900d4a
64899667fc13ae29a0900abd,IT28 S616 9971 172C LPFJ YQYC TUD,BSCHESMMIII,Compte professionnel,"€44027,18",64899252fc13ae2cc7900f90
64899667fc13ae29a0900abe,SM78 D943 1616 049P 4IUH DXZY XEH,BNPAFRPP456,Compte offshore,"€20001,86",64899251fc13ae2cc7900e7e
64899667fc13ae29a0900abf,BE02 6439 6792 6651,AGRIFRPP321,Compte professionnel,"€46060,47",64899252fc13ae2cc7901057
64899667fc13ae29a0900ac0,GB33 HWVY 6837 6348 1104 79,BARCGB22AAA,Compte d'épargne,"€36407,91",64899252fc13ae2cc7900ff3
64899667fc13ae29a0900ac1,BG77 RWZC 6984 48AR QTTS R0,BARCGB22GGG,Compte offshore,"€38693,90",64899252fc13ae2cc790106e
64899667fc13ae29a0900ac2,MR13 9642 5889 1680 6789 8707 917,BSCHESMMCCC,Compte chèque,"€26694,73",64899251fc13ae2cc7900e8c
64899667fc13ae29a0900ac3,BR93 1827 6259 5144 9350 2074 651O X,BARCGB22GGG,Compte à terme,"€41813,03",64899251fc13ae2cc7900e98
64899667fc13ae29a0900ac4,AT71 8595 4895 8478 7038,BSCHESMMCCC,Compte à terme,"€11581,00",64899251fc13ae2cc7900e69
64899667fc13ae29a0900ac5,IS38 5946 4617 5730 3466 3647 09,SOGEFRPP789,Compte professionnel,"€25268,39",64899252fc13ae2cc7900ff1
64899667fc13ae29a0900ac6,GE08 XN62 1009 7986 2804 00,SOGEFRPP789,Compte offshore,"€41366,50",64899251fc13ae2cc7900d8d
64899667fc13ae29a0900ac7,IE64 ILLF 2208 7176 2945 11,BARCGB22AAA,Compte en ligne,"€42389,18",64899251fc13ae2cc7900ddf
64899667fc13ae29a0900ac8,SM08 J073 4685 269J PWBM ASA6 Q8H,CITIUS33HHH,Compte d'épargne,"€21310,90",64899251fc13ae2cc7900ede
64899667fc13ae29a0900ac9,MR46 3497 8800 9294 4863 2382 055,DEUTDEFF654,Compte d'épargne,"€25508,27",64899251fc13ae2cc7900e8a
64899667fc13ae29a0900aca,FR41 0313 3518 30HL HJ8Q PZ6A H36,BNPAFRPP567,Compte de retraite,"€30706,97",64899251fc13ae2cc7900e08
64899667fc13ae29a0900acb,LU28 636J DECF XVAK ULES,DEUTDEFF654,Compte courant,"€6726,17",64899251fc13ae2cc7900d00
64899667fc13ae29a0900acc,DO97 2Q4C 4381 2710 0169 1547 0367,CITIUS33BBB,Compte courant,"€16919,61",64899252fc13ae2cc7900f81
64899667fc13ae29a0900acd,FR20 9735 3063 39QD TA6J HD54 R68,UNCRITMMJJJ,Compte chèque,"€44690,04",64899252fc13ae2cc7900fd4
64899667fc13ae29a0900ace,SA39 86WD HEVO XCMW TRFY ZNEW,UNCRITMMDDD,Compte d'épargne,"€14175,91",64899252fc13ae2cc7901083
64899667fc13ae29a0900acf,IL91 7375 7143 4475 9771 758,BNPAFRPP567,Compte d'épargne,"€43922,24",64899251fc13ae2cc7900e2c
64899667fc13ae29a0900ad0,FR22 2516 5461 51HK ZBX6 3VZI M84,BNPAFRPP456,Compte chèque,"€9849,37",64899251fc13ae2cc7900edd
64899667fc13ae29a0900ad1,BR39 3102 2368 6015 9423 9158 446H P,UBSWCHZHFFF,Compte chèque,"€7639,15",64899251fc13ae2cc7900ee2
64899667fc13ae29a0900ad2,FR14 8823 1143 90OR 38EY YBVV 861,DEUTDEFF765,Compte courant,"€15328,97",64899252fc13ae2cc7900fed
64899667fc13ae29a0900ad3,FO15 4399 7578 3375 09,BSCHESMMIII,Compte courant,"€43857,96",64899252fc13ae2cc7900f2e
64899667fc13ae29a0900ad4,FR24 8311 0275 30QV JXSU ARCA O78,UBSWCHZHFFF,Compte en ligne,"€47562,84",64899252fc13ae2cc790103b
64899667fc13ae29a0900ad5,CY69 5896 7719 JKO9 ZS3D UNZX 5ZYF,UBSWCHZHFFF,Compte à terme,"€24193,18",64899251fc13ae2cc7900e04
64899667fc13ae29a0900ad6,FR51 9848 3733 66TA CD8R SPYB 935,AGRIFRPP432,Compte à terme,"€49637,24",64899252fc13ae2cc7900f7d
64899667fc13ae29a0900ad7,NO40 2975 2255 062,UNCRITMMJJJ,Compte de retraite,"€47161,68",64899252fc13ae2cc7900fb3
64899667fc13ae29a0900ad8,BA23 9577 0665 5643 4122,BSCHESMMIII,Compte joint,"€9380,59",64899251fc13ae2cc7900e78
64899667fc13ae29a0900ad9,LT40 8901 2016 0225 5438,SOGEFRPP789,Compte en ligne,"€14637,50",64899252fc13ae2cc7900f83
64899667fc13ae29a0900ada,EE55 6439 5563 0377 3430,BSCHESMMIII,Compte à terme,"€174,44",64899252fc13ae2cc7900fe7
64899667fc13ae29a0900adb,MT91 LKBL 2450 0MR3 TZIW QRRH 1M5J NZ8,BSCHESMMIII,Compte offshore,"€26862,52",64899251fc13ae2cc7900d77
64899667fc13ae29a0900adc,CY03 5602 2561 FMF7 EPSK SV0P U5LN,HSBCHKHHEEE,Compte joint,"€33945,99",64899251fc13ae2cc7900e49
64899667fc13ae29a0900add,EE63 5960 2774 8794 9291,UBSWCHZHFFF,Compte de retraite,"€37231,62",64899251fc13ae2cc7900e9a
64899667fc13ae29a0900ade,CY59 9155 2060 KY1M IBZ1 UD9J XLBF,GENXFRPP123,Compte joint,"€20846,44",64899251fc13ae2cc7900ed1
64899667fc13ae29a0900adf,FR39 4706 8524 24PL BXPQ V1Q2 D46,UNCRITMMDDD,Compte professionnel,"€24545,80",64899251fc13ae2cc7900e17
64899667fc13ae29a0900ae0,MK13 447H RUDH NSKG X01,SOGEFRPP890,Compte professionnel,"€8372,84",64899251fc13ae2cc7900e7c
64899667fc13ae29a0900ae1,IT20 K264 1932 436E 6ONE AGAX MRA,BNPAFRPP567,Compte joint,"€13507,89",64899252fc13ae2cc7900ff7
64899667fc13ae29a0900ae2,DE05 1790 5299 8649 4483 77,UNCRITMMJJJ,Compte chèque,"€40760,31",64899251fc13ae2cc7900d2c
64899667fc13ae29a0900ae3,FR89 5031 9755 00PW 46KX 346Z J67,GENXFRPP123,Compte à terme,"€34672,24",64899251fc13ae2cc7900ecf
64899667fc13ae29a0900ae4,GI31 BCWA RSRD RZHL VUAY FET,GENXFRPP234,Compte de retraite,"€10057,96",64899252fc13ae2cc7900f2e
64899667fc13ae29a0900ae5,MD17 JJUS LCAW X8FL GFAM NZGD,BARCGB22AAA,Compte chèque,"€4176,06",64899251fc13ae2cc7900e22
64899667fc13ae29a0900ae6,ES97 3051 5757 6232 2623 8454,BARCGB22GGG,Compte chèque,"€46032,08",64899251fc13ae2cc7900ef3
64899667fc13ae29a0900ae7,LB04 9072 GM7D NBBR EFBL CAH5 606R,BARCGB22AAA,Compte chèque,"€19894,04",64899251fc13ae2cc7900cd4
64899667fc13ae29a0900ae8,MD65 ETKX ZTUQ MMIY K49K M8FY,UNCRITMMDDD,Compte offshore,"€1969,26",64899251fc13ae2cc7900e19
64899667fc13ae29a0900ae9,BA14 7479 0279 4722 6828,UBSWCHZHFFF,Compte de retraite,"€4706,62",64899251fc13ae2cc7900edc
64899667fc13ae29a0900aea,AD46 9542 0918 YET0 MEVP 3RCY,BNPAFRPP456,Compte chèque,"€28837,26",64899252fc13ae2cc7900fdb
64899667fc13ae29a0900aeb,LB50 8360 OJU4 M5I5 D0BZ 9WLT BD3Y,DEUTDEFF765,Compte en ligne,"€38292,57",64899251fc13ae2cc7900ed8
64899667fc13ae29a0900aec,FR67 5232 0954 735C ZY3Q PSCO R30,AGRIFRPP321,Compte professionnel,"€43603,52",64899251fc13ae2cc7900d34
64899667fc13ae29a0900aed,KW95 YVYH FF9S 41GU AJYJ 1CRJ R5P5 1S,DEUTDEFF765,Compte courant,"€3750,75",64899251fc13ae2cc7900eab
64899667fc13ae29a0900aee,AL45 0347 6912 JGMT JO39 4PVZ 4OEQ,UBSWCHZHFFF,Compte à terme,"€40246,18",64899252fc13ae2cc7900f38
64899667fc13ae29a0900aef,FR64 9701 7266 56BY G6AS WPU8 B58,UNCRITMMDDD,Compte de retraite,"€14880,54",64899251fc13ae2cc7900d3b
64899667fc13ae29a0900af0,BA66 5380 8257 1689 2917,UBSWCHZHFFF,Compte en ligne,"€30712,29",64899252fc13ae2cc7901063
64899667fc13ae29a0900af1,GI27 OGAQ QAOY UIMU LYRK MZB,GENXFRPP234,Compte à terme,"€42794,91",64899252fc13ae2cc7900fa2
64899667fc13ae29a0900af2,CY35 0918 7638 3WIC VKMP VFDS RGBV,BARCGB22GGG,Compte d'épargne,"€37480,04",64899252fc13ae2cc7900f19
64899667fc13ae29a0900af3,FR80 6276 5775 67YL PY3Y X8JS E38,BSCHESMMIII,Compte en ligne,"€2390,17",64899251fc13ae2cc7900e74
64899667fc13ae29a0900af4,RO63 LWIO Y1AA RTKE QAGZ MQRR,BSCHESMMCCC,Compte offshore,"€2461,73",64899251fc13ae2cc7900da2
64899667fc13ae29a0900af5,MT26 GXBY 9901 1NRB G0AW LANV 1MKY ETL,DEUTDEFF765,Compte de retraite,"€4318,42",64899252fc13ae2cc7900fd9
64899667fc13ae29a0900af6,GR21 7948 009A UFUF 6NJ2 GLEQ JTH,AGRIFRPP432,Compte à terme,"€2696,01",64899251fc13ae2cc7900db6
64899667fc13ae29a0900af7,TN85 5989 3096 5324 9638 5841,BARCGB22GGG,Compte chèque,"€41864,30",64899251fc13ae2cc7900d3c
64899667fc13ae29a0900af8,FR21 6410 6686 89DV 9XU7 IUAY 800,AGRIFRPP321,Compte d'épargne,"€20803,43",64899251fc13ae2cc7900ee7
64899667fc13ae29a0900af9,TN21 7463 1167 1615 3842 1383,BNPAFRPP567,Compte joint,"€30154,66",64899251fc13ae2cc7900e19
64899667fc13ae29a0900afa,FR96 9583 6433 27UO VVVQ VWYX P93,BSCHESMMIII,Compte chèque,"€38850,17",64899252fc13ae2cc7901042
64899667fc13ae29a0900afb,BR04 4310 4236 5315 1207 0096 359M P,BARCGB22GGG,Compte chèque,"€11256,84",64899252fc13ae2cc7900f62
64899667fc13ae29a0900afc,KZ09 869P KD4M TERS 3ZNC,BNPAFRPP567,Compte d'épargne,"€36264,78",64899251fc13ae2cc7900df1
64899667fc13ae29a0900afd,AE94 8023 3046 8633 7422 462,AGRIFRPP321,Compte joint,"€25167,46",64899252fc13ae2cc7900f1d
64899667fc13ae29a0900afe,FI98 9609 9977 2357 87,CITIUS33BBB,Compte offshore,"€14416,72",64899252fc13ae2cc7900f31
64899667fc13ae29a0900aff,AE48 6851 7812 0070 3762 917,UNCRITMMJJJ,Compte de retraite,"€33411,72",64899251fc13ae2cc7900daf
64899667fc13ae29a0900b00,FR79 0201 7684 05SI I5UY C1FE E44,SOGEFRPP789,Compte professionnel,"€30594,06",64899251fc13ae2cc7900e49
64899667fc13ae29a0900b01,LI58 9943 7BHS EQMW V3AK D,BSCHESMMIII,Compte professionnel,"€25349,61",64899252fc13ae2cc7900f05
64899667fc13ae29a0900b02,HU97 4118 4708 6102 4636 1155 2029,CITIUS33BBB,Compte chèque,"€31842,64",64899251fc13ae2cc7900d95
64899667fc13ae29a0900b03,DE31 7053 2692 2061 7339 67,BARCGB22AAA,Compte d'épargne,"€23957,99",64899252fc13ae2cc7900f0e
64899667fc13ae29a0900b04,DK83 3818 5950 8294 54,BARCGB22GGG,Compte offshore,"€30333,65",64899252fc13ae2cc7900fb4
64899667fc13ae29a0900b05,GB91 FLAY 2329 7284 6402 89,SOGEFRPP789,Compte joint,"€37427,53",64899252fc13ae2cc7901077
64899667fc13ae29a0900b06,FR78 3405 2039 558W CJMC V5RB K75,UBSWCHZHFFF,Compte à terme,"€5724,82",64899251fc13ae2cc7900d34
64899667fc13ae29a0900b07,AT28 5355 4057 9757 7832,AGRIFRPP321,Compte en ligne,"€38392,10",64899252fc13ae2cc7900f47
64899667fc13ae29a0900b08,PL96 8153 3627 8536 4633 3554 0711,GENXFRPP234,Compte offshore,"€13154,14",64899252fc13ae2cc7900f0d
64899667fc13ae29a0900b09,FR83 1870 5994 78O0 ILWQ YOFG Y07,UBSWCHZHFFF,Compte courant,"€49127,62",64899251fc13ae2cc7900ee8
64899667fc13ae29a0900b0a,KZ64 060F 83JT 1MWO DHXE,AGRIFRPP321,Compte en ligne,"€20874,26",64899251fc13ae2cc7900e95
64899667fc13ae29a0900b0b,RS73 3548 4534 5377 5506 98,BNPAFRPP567,Compte joint,"€810,54",64899252fc13ae2cc7900fec
64899667fc13ae29a0900b0c,FR77 4907 6433 779H WZFK KVMW Y67,UBSWCHZHFFF,Compte de retraite,"€24305,15",64899251fc13ae2cc7900cf2
64899667fc13ae29a0900b0d,LU08 6482 BAPZ XG2V RH5K,BNPAFRPP456,Compte de retraite,"€8667,58",64899252fc13ae2cc7900f6b
64899667fc13ae29a0900b0e,FR73 8269 8938 05MW ENI4 H3BE K07,AGRIFRPP321,Compte d'épargne,"€5852,88",64899252fc13ae2cc7900fc7
